letterboxd_link,tmdb,title,original_title,poster,trailer,synopsis,year,ignore_me,rating
la-jetee,662,La Jetée,La Jetée,/hBiDljTeXIlgP5Dc45sjh41FVgD.jpg,,"Time travel, still images, a past, present and future and the aftermath of World War III. The tale of a man, a slave, sent back and forth, in and out of time, to find a solution to the world’s fate. To replenish its decreasing stocks of food, medicine and energies, and in doing so, resulting in a perpetual memory of a lone female, life, death and past events that are recreated on an airport’s viewing pier.",1962,0,-1.0
la-dolce-vita,439,La Dolce Vita,La dolce vita,/llLrDngdStMIJSTptvXCn0H1zP.jpg,,"Journalist and man-about-town Marcello struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",1960,0,-1.0
diabolique-1955,827,Diabolique,Les Diaboliques,/sM4UR9el0GQCd5J569ve9XoOdJ5.jpg,,"The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",1955,0,-1.0
alice-in-wonderland-1951,12092,Alice in Wonderland,Alice in Wonderland,/AdwfqyNiH8UqeYKFYoiKhwTtjAb.jpg,,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",1951,0,-1.0
sunrise-a-song-of-two-humans,631,Sunrise: A Song of Two Humans,Sunrise: A Song of Two Humans,/tyxjxpwr9NiVtSeITtVXuhp84Zl.jpg,,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",1927,0,-1.0
metropolis,19,Metropolis,Metropolis,/hUK9rewffKGqtXynH5SW3v9hzcu.jpg,,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",1927,0,-1.0
the-lovebirds,576156,The Lovebirds,The Lovebirds,/5jdLnvALCpK1NkeQU1z4YvOe2dZ.jpg,,"A couple experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery. As their journey to clear their names takes them from one extreme – and hilarious - circumstance to the next, they must figure out how they, and their relationship, can survive the night.",2020,0,-1.0
to-all-the-boys-ps-i-still-love-you,565426,To All the Boys: P.S. I Still Love You,To All the Boys: P.S. I Still Love You,/maib5VlmEqp5xlN8lptnBSftp2o.jpg,,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,2020,0,-1.0
frozen-ii,330457,Frozen II,Frozen II,/pjeMs3yqRmFL3giJy4PMXWZTTPa.jpg,,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",2019,0,-1.0
hustlers-2019,540901,Hustlers,Hustlers,/zBhv8rsLOfpFW2M5b6wW78Uoojs.jpg,,A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.,2019,0,-1.0
homecoming-a-film-by-beyonce,593691,Homecoming: A Film by Beyoncé,Homecoming: A Film by Beyoncé,/nKdP4K3Bj3qnjtDCq9lTg7UOHVy.jpg,,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",2019,1,-1.0
the-perfect-date-2019,543540,The Perfect Date,The Perfect Date,/m5LqnnkN09124CSE8yGskeCv3kb.jpg,,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",2019,0,-1.0
sierra-burgess-is-a-loser,462919,Sierra Burgess Is a Loser,Sierra Burgess Is a Loser,/vjnHRySiVM4YcBYzjCxw344y9g.jpg,,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,2018,0,-1.0
to-all-the-boys-ive-loved-before,466282,To All the Boys I've Loved Before,To All the Boys I've Loved Before,/hKHZhUbIyUAjcSrqJThFGYIR6kI.jpg,,Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.,2018,0,-1.0
set-it-up,384677,Set It Up,Set It Up,/XF5jV0UxKnYNPAimem0hbwPfCR.jpg,,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.,2018,0,-1.0
stronger,395993,Stronger,Stronger,/nnkxdFeY7YAgnicxkvwuxY7gVaT.jpg,,A victim of the Boston Marathon bombing in 2013 helps the police track down the killers while struggling to recover from devastating trauma.,2017,0,-1.0
the-breadwinner,435129,The Breadwinner,The Breadwinner,/2d6qmkJz9AWqmk9wBWtd2uFX89t.jpg,,"A headstrong young girl in Afghanistan, ruled by the Taliban, disguises herself as a boy in order to provide for her family.",2017,0,-1.0
in-a-heartbeat,455661,In a Heartbeat,In a Heartbeat,/wJUJROdLOtOzMixkjkx1aaZGSLl.jpg,,A closeted boy runs the risk of being outed by his own heart after it pops out of his chest to chase down the boy of his dreams.,2017,0,-1.0
gifted-2017,400928,Gifted,Gifted,/9Ts7Vc4wLlpI9oox9mkVUE1tBHy.jpg,,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",2017,0,-1.0
a-fantastic-woman,429191,A Fantastic Woman,Una mujer fantástica,/x2yNruMR8bAJOIQ3wd7HR9qWjW3.jpg,,"Marina's life is thrown into turmoil following the death of her partner. Mourning the loss of the man she loved, she finds herself under intense scrutiny from those with no regard for her privacy.",2017,0,-1.0
before-i-fall,397837,Before I Fall,Before I Fall,/eowzonDJMCuNXoJGVkP9Z7oCmiM.jpg,,"Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was.",2017,0,-1.0
bridget-joness-baby,95610,Bridget Jones's Baby,Bridget Jones's Baby,/k703Pb5C0NsLvXPgFk8kAKnLylq.jpg,,"Breaking up with Mark Darcy leaves Bridget Jones over 40 and single again. Feeling that she has everything under control, Jones decides to focus on her career as a top news producer. Suddenly, her love life comes back from the dead when she meets a dashing and handsome American named Jack. Things couldn't be better, until Bridget discovers that she is pregnant. Now, the befuddled mom-to-be must figure out if the proud papa is Mark or Jack.",2016,0,-1.0
lion,334543,Lion,Lion,/iBGRbLvg6kVc7wbS8wDdVHq6otm.jpg,,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",2016,0,-1.0
a-monster-calls,258230,A Monster Calls,A Monster Calls,/eNTalDnE6AcFKghdvws2ckguYWC.jpg,,A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,2016,0,-1.0
blair-witch,351211,Blair Witch,Blair Witch,/chgLLNv3bMSOptaciOUPtDcAggq.jpg,,Students on a camping trip discover something sinister is lurking beyond the trees.,2016,0,-1.0
miss-stevens,346134,Miss Stevens,Miss Stevens,/ifoDS5a5QRAnTLtESFkpibDNg6D.jpg,,"Stuck at a crossroads in her personal life, it falls on high school English teacher Miss Stevens to chaperone three of her students — Billy, Margot and Sam — on a weekend trip to a drama competition.",2016,0,-1.0
dirty-grandpa,291870,Dirty Grandpa,Dirty Grandpa,/qSJE2KloazcGrpGCCUVVX8ZKlsW.jpg,,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.",2016,0,-1.0
sisters-2015,266294,Sisters,Sisters,/296l8e8oezZmTwaaXPMBeiAljw9.jpg,,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,2015,0,-1.0
the-little-prince-2015,309809,The Little Prince,The Little Prince,/je5Z7gbFTzrs3FPHINo9yGiHoVo.jpg,,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",2015,0,-1.0
the-duff,272693,The DUFF,The DUFF,/A6ScveWmIPL9vSYyULD8ObqyHDQ.jpg,,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",2015,0,-1.0
the-book-of-life-2014,228326,The Book of Life,The Book of Life,/puTDvsUADxCA5NjJuwgEWqQ3xGA.jpg,,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",2014,0,-1.0
this-is-where-i-leave-you,239678,This Is Where I Leave You,This Is Where I Leave You,/pwklGWRAp3YvOaDe1GNMTvwFNPB.jpg,,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",2014,0,-1.0
how-to-train-your-dragon-2,82702,How to Train Your Dragon 2,How to Train Your Dragon 2,/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",2014,0,-1.0
drinking-buddies,172533,Drinking Buddies,Drinking Buddies,/iunbsMWtkwfrtRzU7hdCHhPjjJf.jpg,,"Weekend trips, office parties, late night conversations, drinking on the job, marriage pressure, biological clocks, holding eye contact a second too long… you know what makes the line between “friends” and “more than friends” really blurry? Beer.",2013,0,-1.0
the-to-do-list,129139,The To Do List,The To Do List,/vSVYCcvDJljrESZo1jJyXPVvwfk.jpg,,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",2013,0,-1.0
the-act-of-killing,123678,The Act of Killing,Jagal,/wg9QERtcZTTcOu6La3nZCfJUMHG.jpg,,"In a place where killers are celebrated as heroes, these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal, cinematic journey, not only into the memories and imaginations of mass murderers, but also into a frighteningly banal regime of corruption and impunity.",2012,1,-1.0
bridesmaids,55721,Bridesmaids,Bridesmaids,/AtblBm86P03QGOPsrkxAb3Rsluh.jpg,,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",2011,0,-1.0
the-lovely-bones,7980,The Lovely Bones,The Lovely Bones,/q037kF34JCHKeoVSNVrv21Tj6Im.jpg,,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",2009,0,-1.0
